--------- beginning of system
06-28 18:31:49.289  1114  1817 I ActivityManager: Process com.baidu.input_huawei (pid 3321) has died: fore SVC 
06-28 18:31:49.290  1114  1817 D ActivityManager: cleanUpApplicationRecord app: ProcessRecord{a94c995 3321:com.baidu.input_huawei/u0a59}, app.bad: false, restarting: false, allowRestart: true
06-28 18:31:49.291  1869  1885 I BoosterSwitchP: notifyUidState do nothing
06-28 18:31:49.291  1869  1885 I DeepNoDisturbP: notifyUidState
06-28 18:31:49.291  1869  1885 I HidataAppQoeP: notifyUidState
06-28 18:31:49.291  1869  1885 I BrowserChrP: notifyUidState
06-28 18:31:49.454  1114  1273 W HwPackageManagerServiceEx: isEnterpriseDisallowUninstallApk disallowUninstallPkgList : null
06-28 18:31:49.454  1114  1273 D PackageManager: mFrozenPackages add package:com.mixgo.PropertySEO
06-28 18:31:49.454  1114  1222 I ActivityManager: Force stopping com.mixgo.PropertySEO appid=10400 user=-1: deletePackageX
06-28 18:31:49.456  1114  1222 I ActivityManager: Force stopping com.mixgo.PropertySEO appid=10400 user=-1: uninstall pkg
06-28 18:31:49.464  1114  1273 I PackageManager: Removing old permission tree: com.mixgo.PropertySEO.permission.JPUSH_MESSAGE from package com.mixgo.PropertySEO
06-28 18:31:49.507  1114  1273 D PackageManager: clear pref activity com.mixgo.PropertySEO from uid 1000
06-28 18:31:49.688  1114  1273 D PackageManager: mFrozenPackages remove package:com.mixgo.PropertySEO
06-28 18:31:49.794  1114  1581 I HwAudioServiceEx: check HiRes Icon false
06-28 18:31:49.906  1114  1217 I PackageManager: writePermissionsSync -> user:0, put true:, Build.FINGERPRINT:HUAWEI/EML-AL00/HWEML:9/HUAWEIEML-AL00/187C00R1:user/release-keys, fingerprint:HUAWEI/EML-AL00/HWEML:9/HUAWEIEML-AL00/187C00R1:user/release-keys
06-28 18:31:49.963  1114  1273 I ActivityManager: Force stopping com.mixgo.PropertySEO appid=10400 user=0: pkg removed
06-28 18:31:50.040  1920  2896 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1876 android.content.ContextWrapper.bindService:698 com.huawei.nb.searchmanager.service.RemoteIndexSearchManager.ensureIndexSearchServiceBound:342 com.huawei.nb.searchmanager.service.RemoteIndexSearchManager.buildIndex:287 com.huawei.nb.searchmanager.tasker.IndexTasker.doIndexTaskerAction:94 
06-28 18:31:50.073 31111  3794 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1876 android.content.ContextWrapper.bindService:698 com.huawei.nb.client.RemoteServiceConnection.open:90 com.huawei.nb.client.DataServiceProxy.connect:129 com.huawei.nb.searchmanager.searchengine.service.RemoteIndexSearchService.getDataServiceProxy:121 
06-28 18:31:50.105  1869  1869 I HwKeystoreServiceImpl: ACTION_PACKAGE_REMOVED userId:0 appId:10400 packageName:com.mixgo.PropertySEO removeAll:true
06-28 18:31:50.111  1869  1869 I HwKeystoreServiceImpl: UserInfo uid:0
06-28 18:31:50.152  1114  1558 I NetworkStats: ACTION_UID_REMOVED onReceive
06-28 18:31:50.153  1114  1558 I NetworkStats: performPollLocked, pid = 1114
06-28 18:31:50.167  1114  1471 I HwNetworkPolicy: onTransact, code = 202
06-28 18:31:50.167  2017  2017 I HwNetworkPolicyManager: removeHwUidPolicy uid = 10400 policy = -1 opPackageName = com.huawei.systemmanager
06-28 18:31:50.174  1869  1869 I PreDnsQuery: onReceive: intent = android.intent.action.PACKAGE_REMOVED
06-28 18:31:50.174  2017  2547 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1796 android.content.ContextWrapper.startService:664 com.huawei.systemmanager.spacecleanner.receiver.SpaceCleanReceiver.checkRarelyUsedApp:100 com.huawei.systemmanager.spacecleanner.receiver.SpaceCleanReceiver.doInBackground:46 java.lang.reflect.Method.invoke:-2 
06-28 18:31:50.177  1114  1471 D SecurityProfileService: removeLabel:com.mixgo.PropertySEO
06-28 18:31:50.184  1114  1558 W NetworkStatsFactory: mStatsXtProcUid: /proc/net/comm/stats does not exist!
06-28 18:31:50.185  1114  1558 D HwNetworkStatsService: hwRecordUidAndProcSnapshotLocked currentTime = 1561717910151
06-28 18:31:50.186  1114  1471 D SecurityProfileDB: writing: {
06-28 18:32:29.583 30304 30321 E HiApp.StoreAgent: pool-8-thread-1{1653} <<< ERROR >>> invoke store error, exceptionType:SocketTimeoutException, url:https://stores1.hispace.hicloud.com/hwmarket/api/storeApi2, method:client.diffUpgrade2, retryTimes:1
06-28 18:32:29.585  1114  3628 I chatty  : uid=1000(system) Binder:1114_F expire 20 lines
06-28 18:32:29.601 30304 30321 W HiApp.StoreAgent: pool-8-thread-1{1653} <<< WARN >>> call store error! method:client.diffUpgrade2, responseCode:1, retryTimes:2
06-28 18:32:30.472  1900  5205 I chatty  : uid=1000(system) Timer-0 expire 10 lines
06-28 18:32:30.478  1969  1987 D PhoneInterfaceManager: [PhoneIntfMgr] isUserDataEnabled: subId=0 phoneId=0
06-28 18:32:30.479  1969  1987 D PhoneInterfaceManager: [PhoneIntfMgr] isUserDataEnabled: subId=0 retVal=true
06-28 18:32:30.500   796  1102 I         : DPTEST  EventId is not need Hash
06-28 18:32:30.811   646   646 E WifiHAL : enter wifi_get_link_stats
06-28 18:32:30.986  1724  1724 D StatusBarIconController: setIconVisibility icon is null or visibility not change visibility=false
06-28 18:32:30.986  1724  1724 E ndroid.systemu: Invalid ID 0x00000000.
06-28 18:32:30.986  1724  1724 E HwNotchUtils: setIconForView iconId is not found
06-28 18:32:30.986  1724  1724 D StatusBarIconController: setIconVisibility icon is null or visibility not change visibility=false
06-28 18:32:30.986  1724  1724 E ndroid.systemu: Invalid ID 0x00000000.
06-28 18:32:30.987  1724  1724 E HwNotchUtils: setIconForView iconId is not found
06-28 18:32:30.987  1724  1724 D StatusBarIconController: setIconVisibility icon is null or visibility not change visibility=false
06-28 18:32:30.987  1724  1724 E ndroid.systemu: Invalid ID 0x00000000.
06-28 18:32:30.987  1724  1724 E HwNotchUtils: setIconForView iconId is not found
06-28 18:32:31.871  4293  4295 D vndksupport: Loading /vendor/lib64/hw/android.hardware.graphics.mapper@2.0-impl.so from current namespace instead of sphal namespace.
06-28 18:32:31.872  4293  4295 D vndksupport: Loading /vendor/lib64/hw/gralloc.kirin970.so from current namespace instead of sphal namespace.
06-28 18:32:31.879   613   613 I chatty  : uid=1000(system) allocator@2.0-s expire 10 lines
06-28 18:32:31.942  3933  4044 I chatty  : uid=10401(com.mixgo.PropertySEO) com.google.android.webview:sandboxed_process0 expire 656 lines
06-28 18:32:31.961   650   650 D Layer   : Skip in Layer::computeScreenBounds 1
06-28 18:32:31.962   650   650 D Layer   : Skip in Layer::computeScreenBounds 1
06-28 18:32:31.977   650   650 D Layer   : Skip in Layer::computeScreenBounds 1
06-28 18:32:31.978   650   650 D Layer   : Skip in Layer::computeScreenBounds 1
06-28 18:32:31.987  1724  1724 D StatusBarIconController: setIconVisibility icon is null or visibility not change visibility=false
06-28 18:32:31.989  1724  1724 D StatusBarIconController: setIconVisibility icon is null or visibility not change visibility=false
06-28 18:32:31.990  1724  1724 D StatusBarIconController: setIconVisibility icon is null or visibility not change visibility=false
06-28 18:32:31.994   650   650 D Layer   : Skip in Layer::computeScreenBounds 1
06-28 18:32:31.995   650   650 D Layer   : Skip in Layer::computeScreenBounds 1
06-28 18:32:32.012   650   650 E SurfaceFlinger: GL error 0x0505
06-28 18:32:32.013   650   650 D Layer   : Skip in Layer::computeScreenBounds 1
06-28 18:32:32.014   650   650 D Layer   : Skip in Layer::computeScreenBounds 1
06-28 18:32:32.014   650   650 E SurfaceFlinger: eglSwapBuffers(0x1, 0x77004db400) failed with 0x0000300d
06-28 18:32:32.024   650   650 I SurfaceFlinger: clearSkipScreenRecord
06-28 18:32:32.026   650   650 W mali_winsys: native_window_api_disconnect failed: -32
06-28 18:32:32.027   650   650 W libEGL  : EGLNativeWindowType 0x77005bc010 disconnect failed
06-28 18:32:32.030   650   650 D Layer   : Skip in Layer::computeScreenBounds 1
06-28 18:32:32.031   650   650 D Layer   : Skip in Layer::computeScreenBounds 1
06-28 18:32:32.147  3693  4298 D UIAutomatorStub: URI: /jsonrpc/0, Method: POST, params, {NanoHttpd.QUERY_STRING=null}, files: {postData={"jsonrpc":"2.0","id":1561717952,"method":"dumpWindowHierarchy","params":[false]}}
06-28 18:32:32.153  1114  3628 I [SPMN]  : insert SECURE -- name = accessibility_enabled, package = android, user = 0, value = 1
06-28 18:32:32.156  3693  4298 W QueryController: Could not detect idle state.
06-28 18:32:32.158  3693  4298 W QueryController: Could not detect idle state.
06-28 18:32:32.160  3693  4298 W AccessibilityInteractionClient: old interaction Id is: -1,current interaction Id is:0
06-28 18:32:32.160  1724  1846 E StatusBar: Setting not found exception : accessibility_display_magnification_navbar_enabled
06-28 18:32:32.160  1724  1724 D NavigationBar: SettingNotFoundException
06-28 18:32:32.160  1724  1724 D NavigationBar: android.provider.Settings$SettingNotFoundException: accessibility_display_magnification_navbar_enabled
06-28 18:32:32.160  1724  1724 D NavigationBar: 	at android.provider.Settings$Secure.getIntForUser(Settings.java:5435)
06-28 18:32:32.160  1724  1724 D NavigationBar: 	at com.android.systemui.statusbar.phone.NavigationBarFragment.updateAccessibilityServicesState(NavigationBarFragment.java:890)
06-28 18:32:32.160  1724  1724 D NavigationBar: 	at com.android.systemui.statusbar.phone.NavigationBarFragment.lambda$dxES00kAyC8r2RmY9FwTYgUhoj8(Unknown Source:0)
06-28 18:32:32.160  1724  1724 D NavigationBar: 	at com.android.systemui.statusbar.phone.-$$Lambda$NavigationBarFragment$dxES00kAyC8r2RmY9FwTYgUhoj8.onAccessibilityServicesStateChanged(Unknown Source:2)
06-28 18:32:32.160  1724  1724 D NavigationBar: 	at android.view.accessibility.AccessibilityManager$1.lambda$notifyServicesStateChanged$0(AccessibilityManager.java:304)
06-28 18:32:32.160  1724  1724 D NavigationBar: 	at android.view.accessibility.-$$Lambda$AccessibilityManager$1$o7fCplskH9NlBwJvkl6NoZ0L_BA.run(Unknown Source:4)
06-28 18:32:32.160  1724  1724 D NavigationBar: 	at android.os.Handler.handleCallback(Handler.java:891)
06-28 18:32:32.160  1724  1724 D NavigationBar: 	at android.os.Handler.dispatchMessage(Handler.java:102)
06-28 18:32:32.160  1724  1724 D NavigationBar: 	at android.os.Looper.loop(Looper.java:207)
06-28 18:32:32.160  1724  1724 D NavigationBar: 	at android.app.ActivityThread.main(ActivityThread.java:7470)
06-28 18:32:32.160  1724  1724 D NavigationBar: 	at java.lang.reflect.Method.invoke(Native Method)
06-28 18:32:32.160  1724  1724 D NavigationBar: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:524)
06-28 18:32:32.160  1724  1724 D NavigationBar: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:958)
06-28 18:32:32.165  3693  4298 W AccessibilityInteractionClient: old interaction Id is: -1,current interaction Id is:1
06-28 18:32:32.355  1869  1976 I DeepNoDisturbP: handleStateChanged reason=8
06-28 18:32:32.355  1869  1869 I chatty  : uid=1000(system) com.huawei.systemserver expire 8 lines
06-28 18:32:32.355  1869  1976 I HidataAppQoeP: handleStateChanged reason=8
06-28 18:32:32.357  1114  1617 I chatty  : uid=1000(system) wifipro_uid_tcp expire 10 lines
06-28 18:32:32.360  1869  1976 I BrowserChrP: handleStateChanged
06-28 18:32:32.581 30304 30321 W HiApp.StoreAgent: pool-12-thread-2{1697} <<< WARN >>> doPostWithDnsParse() error, method:client.installResultRep, url:https://stores1.hispace.hicloud.com/hwmarket/api/encryptApi2, java.net.SocketTimeoutException: timeout
06-28 18:32:32.586 30304 30321 W HiApp.DNSUtil: pool-38-thread-1{1764} <<< WARN >>> getIpListByDNSBackup, DNSRequest, failReason = 3
06-28 18:32:32.588 30304  4301 E HttpRequest: user domainname to request
06-28 18:32:32.650 30304  4300 E DNSOpenPort: latch.await awaitfinishtrue
06-28 18:32:32.655 30304 30321 E HiApp.StoreAgent: pool-12-thread-2{1697} <<< ERROR >>> invoke store error, exceptionType:SocketTimeoutException, url:https://stores1.hispace.hicloud.com/hwmarket/api/encryptApi2, method:client.installResultRep, retryTimes:2
06-28 18:32:32.659  1114  8995 I chatty  : uid=1000(system) Binder:1114_17 expire 23 lines
06-28 18:32:32.669 30304 30321 W HiApp.StoreAgent: pool-12-thread-2{1697} <<< WARN >>> call store error! method:client.installResultRep, responseCode:1, retryTimes:3
06-28 18:32:32.988  1724  1724 D StatusBarIconController: setIconVisibility icon is null or visibility not change visibility=false
06-28 18:32:32.990  1724  1724 D StatusBarIconController: setIconVisibility icon is null or visibility not change visibility=false
06-28 18:32:33.538   776   776 E Thermal-daemon: [battery] temp_new :38  temp_old :37
06-28 18:32:33.539  1952 19959 I ThermalService: Receive temperature change, type: 9, temp: 38 from thermald
06-28 18:32:33.539  1952 19959 I ThermalTrace_ThermalRaise: Battery:38
06-28 18:32:33.540  1952  2586 D HwThermalStateManager: Thermal type: 9 cur_temperature:38
06-28 18:32:33.540  1952  2586 D HwPolicyDispatcher: action period is 185s from last action, don't send to PG
06-28 18:32:33.541   776   776 E Thermal-daemon: Report temperature: [battery] temp :38  report_threshold:1
06-28 18:32:33.848   646   646 E WifiHAL : enter wifi_get_link_stats
06-28 18:32:33.995  1724  1724 D StatusBarIconController: setIconVisibility icon is null or visibility not change visibility=false
06-28 18:32:33.997  1724  1724 D StatusBarIconController: setIconVisibility icon is null or visibility not change visibility=false
06-28 18:32:35.876 30304 30321 W HiApp.StoreAgent: pool-8-thread-1{1653} <<< WARN >>> doPostWithDnsParse() error, method:client.diffUpgrade2, url:https://stores1.hispace.hicloud.com/hwmarket/api/storeApi2, java.net.SocketTimeoutException: timeout
06-28 18:32:35.878 30304 30321 W HiApp.DNSUtil: pool-39-thread-1{1766} <<< WARN >>> getIpListByDNSBackup, DNSRequest, failReason = 3
06-28 18:32:35.882 30304 30321 E HiApp.StoreAgent: pool-8-thread-1{1653} <<< ERROR >>> invoke store error, exceptionType:SocketTimeoutException, url:https://stores1.hispace.hicloud.com/hwmarket/api/storeApi2, method:client.diffUpgrade2, retryTimes:2
06-28 18:32:35.885 30304 30321 W HiApp.StoreAgent: pool-8-thread-1{1653} <<< WARN >>> call store error! method:client.diffUpgrade2, responseCode:1, retryTimes:3
06-28 18:32:35.998  1724  1724 D StatusBarIconController: setIconVisibility icon is null or visibility not change visibility=false
06-28 18:32:35.999  1724  1724 D StatusBarIconController: setIconVisibility icon is null or visibility not change visibility=false
06-28 18:32:36.881   646   646 E WifiHAL : enter wifi_get_link_stats
06-28 18:32:37.012  1920  2842 I HwNaturalBase: [ServiceGuarder]: 35Mb ram is used.
06-28 18:32:38.001  1724  1724 D StatusBarIconController: setIconVisibility icon is null or visibility not change visibility=false
06-28 18:32:38.003  1724  1724 D StatusBarIconController: setIconVisibility icon is null or visibility not change visibility=false
06-28 18:32:38.286   650  1521 D         : report data to hwsched!
06-28 18:32:38.355  1114  1114 I chatty  : uid=1000 system_server expire 12 lines
06-28 18:32:38.357  1869  1976 I DeepNoDisturbP: handleStateChanged reason=8
06-28 18:32:38.357  1869  1976 I HidataAppQoeP: handleStateChanged reason=8
06-28 18:32:38.359  1869  1976 I BrowserChrP: handleStateChanged
06-28 18:32:38.496  1114  1812 I chatty  : uid=1000(system) LocationThread expire 3 lines
06-28 18:32:38.497  1114  3628 I BackgroundPermManager: pkgName: com.mixgo.PropertySEO,pid: 3933 ,uidOf3RdApk: 10401 ,permType: 2 ,permCfg: 0
06-28 18:32:38.499  1849  1849 I chatty  : uid=1000(system) com.huawei.lbs expire 47 lines
06-28 18:32:38.500  1952  2110 D DeviceMonitor: GPS request stop:com.mixgo.PropertySEO pid:3933 interval(s): -1 reqId:c83d382
06-28 18:32:38.505  1114  8995 D HwLocationManagerService: uid is 10401 , isWifiConn is true , isMobileConn is false
06-28 18:32:38.505  1114  8995 I HwNetworkPolicy: onTransact, code = 203
06-28 18:32:38.505  1114  8995 I HwNetworkPolicyManager: getHwUidPolicy uid = 10401 policy = 0
06-28 18:32:38.505  1114  8995 D HwLocationManagerService: policy is 0 , wifiAccess is true, mobileAccess is true
06-28 18:32:38.505  1114  8995 D HwLocationManagerService: wifiAvaiable is true , mobileAvailable is false
06-28 18:32:38.506  1114  1471 I NetworkStats: openSessionForUsageStats, pid = 1849, pkg = com.huawei.lbs
06-28 18:32:38.506  1114  1471 I NetworkStats: openSessionInternal,pid = 1849
06-28 18:32:38.506  1114  8995 I BackgroundPermManager: pkgName: com.mixgo.PropertySEO,pid: 3933 ,uidOf3RdApk: 10401 ,permType: 2 ,permCfg: 1
06-28 18:32:38.507  1114  1471 I NetworkStats: performPollLocked, pid = 1114
06-28 18:32:38.510  1114  1813 I chatty  : uid=1000(system) LocationManager expire 4 lines
06-28 18:32:38.516   648  1284 I chatty  : uid=1041(audioserver) AudioOut_D expire 484 lines
06-28 18:32:38.528  1114  1471 W NetworkStatsFactory: mStatsXtProcUid: /proc/net/comm/stats does not exist!
06-28 18:32:38.528  1114  1471 D HwNetworkStatsService: hwRecordUidAndProcSnapshotLocked currentTime = 1561717958505
06-28 18:32:38.539  1114  1471 I NetworkStatsFactory: javaReadNetworkStatsUidAndProcDetail. cost time = 10
06-28 18:32:38.543  1114  1471 D HwNetworkStatsService: hwMaybeUidAndProcPersistLocked currentTime = 1561717958505
06-28 18:32:38.548   776   776 E Thermal-daemon: [ap] temp_new :40  temp_old :41
06-28 18:32:38.550  1952 19959 I ThermalService: Receive temperature change, type: 0, temp: 40 from thermald
06-28 18:32:38.550   776   776 E Thermal-daemon: Report temperature: [ap] temp :40  report_threshold:1
06-28 18:32:38.551  1952  2586 D HwThermalStateManager: Thermal type: 0 cur_temperature:40
06-28 18:32:38.589  2017  2247 E HSM_BG  : NatTrafficNotifyService:imsi is null, so return
06-28 18:32:38.593  1114  1471 I NetworkStats: openSessionForUsageStats, pid = 1849, pkg = com.huawei.lbs
06-28 18:32:38.593  1114  1471 I NetworkStats: openSessionInternal,pid = 1849
06-28 18:32:38.594  1114  1471 I NetworkStats: performPollLocked, pid = 1114
06-28 18:32:38.607  1114  1471 W NetworkStatsFactory: mStatsXtProcUid: /proc/net/comm/stats does not exist!
06-28 18:32:38.607  1114  1471 D HwNetworkStatsService: hwRecordUidAndProcSnapshotLocked currentTime = 1561717958592
06-28 18:32:38.615  1114  1471 I NetworkStatsFactory: javaReadNetworkStatsUidAndProcDetail. cost time = 8
06-28 18:32:38.617  1114  1471 D HwNetworkStatsService: hwMaybeUidAndProcPersistLocked currentTime = 1561717958592
06-28 18:32:38.623  2017  2247 E HSM_BG  : NatTrafficNotifyService:imsi is null, so return
06-28 18:32:38.624   589  2303 I ArHal   : (ar_data_get_state:1225):id[2]
06-28 18:32:38.629   589  2303 I ArHal   : (ar_data_get_state:1225):id[2]
06-28 18:32:38.635   589  2303 I ArHal   : (ar_data_get_state:1225):id[2]
06-28 18:32:38.642  1114  8995 D WifiService: startScan, pid:1849, uid:1000, appName:com.huawei.lbs
06-28 18:32:38.643  1920  2495 D ARMoudle.HwActivityRecognition: getCurrentActivityExtend
06-28 18:32:38.643   589  2303 I ArHal   : (ar_data_get_state:1225):id[2]
06-28 18:32:38.649  1920  2495 D ARMoudle.HwActivityRecognition: hwActivityEvent:[ ActivityChangedExtendEvent:
06-28 18:32:38.649  1920  2495 D ARMoudle.HwActivityRecognition:     Activity='android.activity_recognition.relative_still', EventType=1, TimestampNs=104713889309269, Confidence=0
06-28 18:32:38.649  1920  2495 D ARMoudle.HwActivityRecognition:     Activity='android.activity_recognition.still', EventType=1, TimestampNs=117942089442914, Confidence=100
06-28 18:32:38.649  1920  2495 D ARMoudle.HwActivityRecognition: ]
06-28 18:32:38.650  1114  8995 D HwWifiService: Get wifiScanStrategy from iAware, WifiScanStrategy = [mCycle=1800000, mTimeStamp=117942089]
06-28 18:32:38.751  1114  1561 I chatty  : uid=1000(system) WifiService expire 38 lines
06-28 18:32:38.776 30304 30321 W HiApp.StoreAgent: pool-12-thread-2{1697} <<< WARN >>> doPostWithDnsParse() error, method:client.installResultRep, url:https://stores1.hispace.hicloud.com/hwmarket/api/encryptApi2, java.net.SocketTimeoutException: timeout
06-28 18:32:38.779 30304 30321 W HiApp.DNSUtil: pool-40-thread-1{1767} <<< WARN >>> getIpListByDNSBackup, DNSRequest, failReason = 3
06-28 18:32:38.785 30304 30321 E HiApp.StoreAgent: pool-12-thread-2{1697} <<< ERROR >>> invoke store error, exceptionType:SocketTimeoutException, url:https://stores1.hispace.hicloud.com/hwmarket/api/encryptApi2, method:client.installResultRep, retryTimes:3
06-28 18:32:38.971   626  1582 I chatty  : uid=1041(audioserver) effect expire 8 lines
06-28 18:32:39.002  1724  1724 D StatusBarIconController: setIconVisibility icon is null or visibility not change visibility=false
06-28 18:32:39.004  1724  1724 I chatty  : uid=10030(com.huawei.desktop.systemui) com.android.systemui identical 1 line
06-28 18:32:39.004  1724  1724 D StatusBarIconController: setIconVisibility icon is null or visibility not change visibility=false
06-28 18:32:39.475  1900  2108 I chatty  : uid=1000(system) HwWifiStatStore expire 9 lines
06-28 18:32:39.906   646   646 E WifiHAL : enter wifi_get_link_stats
06-28 18:32:39.915  1114  1562 I chatty  : uid=1000(system) WifiStateMachin expire 22 lines
06-28 18:32:40.553   789   909 D SensorHub: Get acc data 0.163332, 0.004080, 9.902936
06-28 18:32:40.576  1114  5061 I chatty  : uid=1000(system) mss_handler_thr expire 12 lines
06-28 18:32:41.490  3693  4314 D UIAutomatorStub: URI: /jsonrpc/0, Method: POST, params, {NanoHttpd.QUERY_STRING=null}, files: {postData={"jsonrpc": "2.0", "id": "1e5b01fae896be4ee420b6e23ccabbef", "method": "click", "params": [302, 1292]}}
06-28 18:32:41.497  3693  4314 D InteractionController: clickNoSync (302, 1292)
06-28 18:32:41.501  1114  1223 I chatty  : uid=1000(system) android.ui expire 19 lines
06-28 18:32:41.618  3933  3956 I chatty  : uid=10401(com.mixgo.PropertySEO) com.google.android.webview:sandboxed_process0 expire 1 line
06-28 18:32:41.723   574   598 D         : Received kernel message payload: chr_event 9
06-28 18:32:41.723   574   598 I         : netd received web stat infomation,trigger chr report!
06-28 18:32:41.724   574   598 I         : netd received web stat infomation,trigger chr report!
06-28 18:32:41.724   574   598 I         : ReportType 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ReportType 0 1184 100 1 0 0 1 33 1 0 0 0 0 0 20 5 2 0 0 1 0 0 307 0 0 0 0 0 7 0 0 0 0 0 0 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 142 0 0 100 100 100 0 0 0 0 0 0 0 0 36 0 1
06-28 18:32:41.724   574   598 W SocketListener: sending broadcast to Pid = 1114, Uid = 1000 
06-28 18:32:41.726  1114  1555 D NetdConnector: RCV <- {661 ReportType 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ReportType 0 1184 100 1 0 0 1 33 1 0 0 0 0 0 20 5 2 0 0 1 0 0 307 0 0 0 0 0 7 0 0 0 0 0 0 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 142 0 0 100 100 100 0 0 0 0 0 0 0 0 36 0 1}
